,smart_12_raw,smart_192_raw,smart_194_raw,smart_241_raw,smart_242_raw,0.5*smart_12_raw - 0.99*smart_242_raw,-1.04*smart_192_raw + 0.67*smart_241_raw,target
672,10,6.0,36.0,7543,178.0,-171.22,5047.570000000001,0
673,10,6.0,35.0,7739,252.0,-244.48,5178.89,0
674,10,6.0,36.0,7840,291.0,-283.09,5246.56,0
675,10,6.0,37.0,8039,368.0,-359.32,5379.89,0
676,10,6.0,35.0,8238,444.0,-434.56,5513.22,0
677,10,6.0,36.0,8338,480.0,-470.2,5580.22,0
678,10,6.0,35.0,8536,557.0,-546.43,5712.88,0
679,10,6.0,39.0,8637,598.0,-587.02,5780.55,0
680,10,6.0,37.0,8837,682.0,-670.18,5914.55,0
681,10,6.0,38.0,8939,726.0,-713.74,5982.89,0
682,10,6.0,36.0,9140,809.0,-795.91,6117.56,0
683,10,6.0,36.0,9194,844.0,-830.56,6153.740000000001,0
684,10,6.0,36.0,9232,883.0,-869.17,6179.200000000001,0
685,10,6.0,39.0,9362,961.0,-946.39,6266.3,0
686,10,6.0,39.0,9464,1012.0,-996.88,6334.64,0
687,10,6.0,38.0,9664,1094.0,-1078.06,6468.64,0
688,10,6.0,36.0,9770,1176.0,-1159.24,6539.660000000001,0
689,10,6.0,36.0,9877,1222.0,-1204.78,6611.35,0
690,10,6.0,36.0,10087,1307.0,-1288.93,6752.05,0
691,10,6.0,36.0,10139,1352.0,-1333.48,6786.89,0
692,10,6.0,36.0,10225,1433.0,-1413.67,6844.51,0
693,10,6.0,36.0,10316,1474.0,-1454.26,6905.4800000000005,0
694,10,6.0,36.0,10543,1563.0,-1542.37,7057.570000000001,0
695,10,6.0,36.0,10615,1610.0,-1588.9,7105.81,0
696,10,6.0,37.0,10689,1693.0,-1671.07,7155.39,0
697,10,6.0,36.0,10726,1732.0,-1709.68,7180.18,0
698,10,6.0,37.0,10863,1813.0,-1789.87,7271.97,0
699,10,6.0,39.0,10902,1852.0,-1828.48,7298.1,0
700,10,6.0,37.0,11008,1933.0,-1908.67,7369.120000000001,0
701,10,6.0,37.0,11118,1986.0,-1961.1399999999999,7442.820000000001,0
702,10,6.0,37.0,11282,2065.0,-2039.35,7552.700000000001,0
703,10,6.0,37.0,11319,2106.0,-2079.94,7577.490000000001,0
704,10,6.0,38.0,11417,2183.0,-2156.17,7643.150000000001,0
705,10,6.0,37.0,11507,2228.0,-2200.72,7703.450000000001,0
706,10,6.0,38.0,11617,2309.0,-2280.91,7777.150000000001,0
707,10,6.0,37.0,11654,2350.0,-2321.5,7801.9400000000005,0
708,10,6.0,37.0,11727,2431.0,-2401.69,7850.85,0
709,10,6.0,37.0,11763,2475.0,-2445.25,7874.97,0
710,10,6.0,38.0,11960,2576.0,-2545.24,8006.960000000001,0
711,10,6.0,37.0,12056,2657.0,-2625.43,8071.280000000001,0
712,10,6.0,38.0,12093,2693.0,-2661.07,8096.070000000001,0
713,10,6.0,35.0,12170,2777.0,-2744.23,8147.660000000001,0
714,10,6.0,38.0,12206,2819.0,-2785.81,8171.780000000001,0
715,10,6.0,39.0,12282,2905.0,-2870.95,8222.7,0
716,10,6.0,38.0,12364,2953.0,-2918.47,8277.640000000001,0
717,10,6.0,34.0,12586,3053.0,-3017.47,8426.380000000001,0
718,10,6.0,37.0,12691,3098.0,-3062.02,8496.730000000001,0
719,10,6.0,35.0,12765,3181.0,-3144.19,8546.310000000001,0
720,10,6.0,37.0,12801,3224.0,-3186.7599999999998,8570.43,0
721,10,6.0,38.0,12873,3308.0,-3269.92,8618.67,0
722,10,6.0,38.0,12908,3353.0,-3314.47,8642.12,0
723,10,6.0,38.0,12979,3441.0,-3401.59,8689.69,0
724,10,6.0,38.0,13013,3487.0,-3447.13,8712.470000000001,0
725,10,6.0,38.0,13197,3585.0,-3544.15,8835.75,0
726,10,6.0,38.0,13308,3638.0,-3596.62,8910.12,0
727,10,6.0,37.0,13404,3721.0,-3678.79,8974.44,0
728,10,6.0,38.0,13439,3762.0,-3719.38,8997.890000000001,0
729,10,6.0,39.0,13510,3840.0,-3796.6,9045.460000000001,0
730,10,6.0,35.0,13579,3922.0,-3877.7799999999997,9091.69,0
731,10,6.0,35.0,13614,3960.0,-3915.4,9115.140000000001,0
732,10,6.0,35.0,13683,4040.0,-3994.6,9161.37,0
733,10,6.0,34.0,13770,4096.0,-4050.04,9219.660000000002,0
734,10,6.0,36.0,13840,4169.0,-4122.31,9266.560000000001,0
735,10,6.0,34.0,13876,4210.0,-4162.9,9290.68,0
736,10,6.0,36.0,13946,4296.0,-4248.04,9337.58,0
737,10,6.0,34.0,13979,4338.0,-4289.62,9359.69,0
738,10,6.0,35.0,14047,4414.0,-4364.86,9405.25,0
739,10,6.0,35.0,14079,4451.0,-4401.49,9426.69,0
740,10,6.0,36.0,14145,4528.0,-4477.72,9470.910000000002,0
741,10,6.0,35.0,14176,4565.0,-4514.35,9491.68,0
742,10,6.0,35.0,14324,4653.0,-4601.47,9590.84,0
743,10,6.0,35.0,14429,4701.0,-4648.99,9661.19,0
744,10,6.0,36.0,14614,4791.0,-4738.09,9785.140000000001,0
745,10,6.0,34.0,14645,4831.0,-4777.69,9805.910000000002,0
746,10,6.0,35.0,14706,4909.0,-4854.91,9846.78,0
747,10,6.0,35.0,14737,4942.0,-4887.58,9867.550000000001,0
748,10,6.0,36.0,14808,5017.0,-4961.83,9915.12,0
749,10,6.0,34.0,14840,5052.0,-4996.48,9936.560000000001,0
750,10,6.0,36.0,14906,5119.0,-5062.81,9980.78,0
751,10,6.0,38.0,14937,5154.0,-5097.46,10001.550000000001,0
752,10,6.0,36.0,14999,5221.0,-5163.79,10043.09,0
753,10,6.0,35.0,15032,5256.0,-5198.44,10065.2,0
754,10,6.0,36.0,15199,5344.0,-5285.56,10177.09,0
755,10,6.0,35.0,15231,5381.0,-5322.19,10198.53,0
756,10,6.0,35.0,15293,5442.0,-5382.58,10240.070000000002,0
757,10,6.0,34.0,15324,5476.0,-5416.24,10260.84,0
758,10,6.0,36.0,15382,5542.0,-5481.58,10299.7,0
759,10,6.0,34.0,15412,5572.0,-5511.28,10319.800000000001,0
760,10,6.0,36.0,15474,5628.0,-5566.72,10361.34,0
761,10,6.0,34.0,15504,5660.0,-5598.4,10381.44,0
762,10,6.0,35.0,15578,5744.0,-5681.56,10431.02,0
763,10,6.0,39.0,15610,5772.0,-5709.28,10452.460000000001,0
764,10,6.0,39.0,15671,5831.0,-5767.69,10493.330000000002,0
765,10,6.0,39.0,15700,5868.0,-5804.32,10512.76,0
766,10,6.0,40.0,15810,5946.0,-5881.54,10586.460000000001,0
767,10,6.0,39.0,15922,5989.0,-5924.11,10661.5,0
768,10,6.0,42.0,16033,6062.0,-5996.38,10735.87,0
769,10,6.0,41.0,16094,6129.0,-6062.71,10776.740000000002,0
770,10,6.0,41.0,16123,6158.0,-6091.42,10796.17,0
771,10,6.0,42.0,16179,6221.0,-6153.79,10833.69,0
772,10,6.0,41.0,16209,6253.0,-6185.47,10853.79,0
773,10,6.0,41.0,16267,6312.0,-6243.88,10892.650000000001,0
774,10,6.0,40.0,16294,6341.0,-6272.59,10910.740000000002,0
775,10,6.0,41.0,16355,6407.0,-6337.93,10951.61,0
776,10,6.0,39.0,16389,6443.0,-6373.57,10974.390000000001,0
777,10,6.0,41.0,16444,6488.0,-6418.12,11011.240000000002,0
778,10,6.0,41.0,16472,6511.0,-6440.89,11030.0,0
779,10,6.0,41.0,16526,6563.0,-6492.37,11066.18,0
780,10,6.0,41.0,16552,6591.0,-6520.09,11083.6,0
781,10,6.0,40.0,16629,6649.0,-6577.51,11135.19,0
782,10,6.0,40.0,16738,6691.0,-6619.09,11208.220000000001,0
783,10,6.0,40.0,16810,6754.0,-6681.46,11256.460000000001,0
784,10,6.0,40.0,16841,6784.0,-6711.16,11277.230000000001,0
785,10,6.0,39.0,16897,6847.0,-6773.53,11314.75,0
786,10,6.0,40.0,16923,6876.0,-6802.24,11332.17,0
787,10,6.0,41.0,16977,6934.0,-6859.66,11368.35,0
788,10,6.0,41.0,17004,6963.0,-6888.37,11386.44,0
789,10,6.0,41.0,17060,7025.0,-6949.75,11423.960000000001,0
790,10,6.0,41.0,17087,7052.0,-6976.48,11442.050000000001,0
791,10,6.0,40.0,17139,7095.0,-7019.05,11476.890000000001,0
792,10,6.0,41.0,17163,7120.0,-7043.8,11492.970000000001,0
793,10,6.0,42.0,17210,7163.0,-7086.37,11524.460000000001,0
794,10,6.0,41.0,17233,7186.0,-7109.14,11539.87,0
795,10,6.0,40.0,17344,7253.0,-7175.47,11614.240000000002,0
796,10,6.0,38.0,17450,7286.0,-7208.14,11685.26,0
797,10,6.0,41.0,17506,7345.0,-7266.55,11722.78,0
798,10,6.0,41.0,17533,7372.0,-7293.28,11740.87,0
799,10,6.0,41.0,17585,7429.0,-7349.71,11775.710000000001,0
800,10,6.0,41.0,17611,7461.0,-7381.39,11793.130000000001,0
801,10,6.0,41.0,17661,7514.0,-7433.86,11826.630000000001,0
802,10,6.0,41.0,17689,7540.0,-7459.6,11845.390000000001,0
803,10,6.0,41.0,17739,7596.0,-7515.04,11878.890000000001,0
804,10,6.0,41.0,17768,7629.0,-7547.71,11898.320000000002,0
805,10,6.0,39.0,17813,7672.0,-7590.28,11928.470000000001,0
806,10,6.0,41.0,17835,7693.0,-7611.07,11943.210000000001,0
807,10,6.0,39.0,17877,7736.0,-7653.64,11971.35,0
808,10,6.0,41.0,17899,7755.0,-7672.45,11986.09,0
809,10,6.0,42.0,17940,7794.0,-7711.0599999999995,12013.560000000001,0
810,10,6.0,42.0,17962,7820.0,-7736.8,12028.300000000001,0
811,10,6.0,42.0,18065,7917.0,-7832.83,12097.310000000001,0
812,10,6.0,40.0,18092,7944.0,-7859.5599999999995,12115.400000000001,0
813,10,6.0,42.0,18138,7996.0,-7911.04,12146.220000000001,0
814,10,6.0,41.0,18161,8022.0,-7936.78,12161.630000000001,0
815,10,6.0,40.0,18206,8070.0,-7984.3,12191.78,0
816,10,6.0,41.0,18231,8093.0,-8007.07,12208.53,0
817,10,6.0,40.0,18282,8138.0,-8051.62,12242.7,0
818,10,6.0,40.0,18316,8168.0,-8081.32,12265.480000000001,0
819,10,6.0,38.0,18359,8202.0,-8114.98,12294.29,0
820,10,6.0,40.0,18379,8218.0,-8130.82,12307.69,0
821,10,6.0,40.0,18423,8261.0,-8173.39,12337.17,0
822,10,6.0,40.0,18446,8283.0,-8195.17,12352.580000000002,0
823,10,6.0,39.0,18613,8342.0,-8253.58,12464.470000000001,0
824,10,6.0,40.0,18719,8374.0,-8285.26,12535.490000000002,0
825,10,6.0,39.0,18789,8428.0,-8338.72,12582.390000000001,0
826,10,6.0,38.0,18815,8453.0,-8363.47,12599.810000000001,0
827,10,6.0,37.0,18863,8500.0,-8410.0,12631.970000000001,0
828,10,6.0,40.0,18888,8524.0,-8433.76,12648.720000000001,0
829,10,6.0,40.0,18935,8571.0,-8480.289999999999,12680.210000000001,0
830,10,6.0,39.0,18958,8593.0,-8502.07,12695.62,0
831,10,6.0,39.0,19009,8640.0,-8548.6,12729.79,0
832,10,6.0,39.0,19034,8659.0,-8567.41,12746.54,0
833,10,6.0,40.0,19076,8692.0,-8600.08,12774.68,0
834,10,6.0,38.0,19097,8712.0,-8619.88,12788.750000000002,0
835,10,6.0,39.0,19140,8750.0,-8657.5,12817.560000000001,0
836,10,6.0,39.0,19162,8767.0,-8674.33,12832.300000000001,0
837,10,6.0,39.0,19206,8804.0,-8710.96,12861.78,0
838,10,6.0,39.0,19227,8824.0,-8730.76,12875.85,0
839,10,6.0,39.0,19288,8885.0,-8791.15,12916.720000000001,0
840,10,6.0,37.0,19307,8910.0,-8815.9,12929.45,0
841,10,6.0,39.0,19401,8975.0,-8880.25,12992.43,0
842,10,6.0,39.0,19444,8999.0,-8904.01,13021.240000000002,0
843,10,6.0,39.0,19486,9046.0,-8950.539999999999,13049.380000000001,0
844,10,6.0,39.0,19506,9068.0,-8972.32,13062.78,0
845,10,6.0,39.0,19554,9114.0,-9017.86,13094.94,0
846,10,6.0,34.0,19579,9132.0,-9035.68,13111.69,0
847,10,6.0,37.0,19621,9169.0,-9072.31,13139.830000000002,0
848,10,6.0,36.0,19643,9186.0,-9089.14,13154.570000000002,0
849,10,6.0,37.0,19688,9222.0,-9124.78,13184.720000000001,0
850,10,6.0,37.0,19708,9240.0,-9142.6,13198.12,0
851,10,6.0,35.0,19751,9275.0,-9177.25,13226.93,0
852,10,6.0,35.0,19771,9294.0,-9196.06,13240.330000000002,0
853,10,6.0,35.0,19844,9350.0,-9251.5,13289.240000000002,0
854,10,6.0,36.0,19863,9367.0,-9268.33,13301.970000000001,0
855,10,6.0,38.0,20061,9419.0,-9319.81,13434.630000000001,0
856,10,6.0,35.0,20165,9447.0,-9347.53,13504.310000000001,0
857,10,6.0,37.0,20258,9486.0,-9386.14,13566.62,0
858,10,6.0,37.0,20277,9505.0,-9404.95,13579.35,0
859,10,6.0,38.0,20323,9547.0,-9446.53,13610.170000000002,0
860,10,6.0,37.0,20344,9563.0,-9462.37,13624.240000000002,0
861,10,6.0,35.0,20382,9592.0,-9491.08,13649.7,0
862,10,6.0,35.0,20402,9606.0,-9504.94,13663.1,0
863,10,6.0,38.0,20442,9636.0,-9534.64,13689.900000000001,0
864,10,6.0,37.0,20462,9651.0,-9549.49,13703.300000000001,0
865,10,6.0,37.0,20503,9683.0,-9581.17,13730.77,0
866,10,6.0,37.0,20523,9699.0,-9597.01,13744.170000000002,0
867,10,6.0,38.0,20584,9740.0,-9637.6,13785.04,0
868,10,6.0,37.0,20604,9754.0,-9651.46,13798.44,0
869,10,6.0,38.0,20643,9787.0,-9684.13,13824.570000000002,0
870,10,6.0,37.0,20663,9802.0,-9698.98,13837.970000000001,0
871,10,6.0,37.0,20806,9849.0,-9745.51,13933.78,0
872,10,6.0,36.0,20909,9875.0,-9771.25,14002.79,0
873,10,6.0,34.0,21057,9923.0,-9818.77,14101.95,0
874,10,6.0,33.0,21074,9939.0,-9834.61,14113.340000000002,0
875,10,6.0,34.0,21111,9969.0,-9864.31,14138.130000000001,0
876,10,6.0,37.0,21129,9984.0,-9879.16,14150.19,0
877,10,6.0,35.0,21166,10011.0,-9905.89,14174.980000000001,0
878,10,6.0,36.0,21183,10025.0,-9919.75,14186.37,0
879,10,6.0,37.0,21221,10054.0,-9948.46,14211.830000000002,0
880,10,6.0,36.0,21240,10072.0,-9966.28,14224.560000000001,0
881,10,6.0,37.0,21295,10116.0,-10009.84,14261.410000000002,0
882,10,6.0,36.0,21316,10132.0,-10025.68,14275.480000000001,0
883,10,6.0,37.0,21352,10163.0,-10056.37,14299.6,0
884,10,6.0,34.0,21370,10181.0,-10074.19,14311.660000000002,0
885,10,6.0,33.0,21485,10223.0,-10115.77,14388.710000000001,0
886,10,6.0,34.0,21586,10248.0,-10140.52,14456.380000000001,0
887,10,6.0,36.0,21755,10296.0,-10188.039999999999,14569.61,0
888,10,6.0,36.0,21772,10311.0,-10202.89,14581.000000000002,0
889,10,6.0,35.0,21811,10341.0,-10232.59,14607.130000000001,0
890,10,6.0,36.0,21829,10358.0,-10249.42,14619.19,0
891,10,6.0,35.0,21866,10396.0,-10287.039999999999,14643.980000000001,0
892,10,6.0,34.0,21883,10412.0,-10302.88,14655.37,1
893,10,6.0,36.0,21918,10443.0,-10333.57,14678.820000000002,1
894,10,6.0,36.0,21937,10460.0,-10350.4,14691.550000000001,1
895,10,6.0,36.0,22004,10505.0,-10394.95,14736.44,1
896,10,6.0,36.0,22022,10520.0,-10409.8,14748.500000000002,1
897,10,6.0,34.0,22058,10547.0,-10436.53,14772.62,1
898,10,6.0,35.0,22076,10559.0,-10448.41,14784.68,1
899,10,6.0,37.0,22111,10585.0,-10474.15,14808.130000000001,1
900,10,6.0,36.0,22128,10602.0,-10490.98,14819.52,1
901,10,6.0,35.0,22298,10647.0,-10535.53,14933.420000000002,1
902,10,6.0,33.0,22325,10664.0,-10552.36,14951.51,1
903,10,6.0,35.0,22359,10686.0,-10574.14,14974.29,1
904,10,6.0,35.0,22377,10699.0,-10587.01,14986.35,1
905,10,6.0,36.0,22415,10726.0,-10613.74,15011.810000000001,1
906,10,6.0,35.0,22432,10739.0,-10626.61,15023.2,1
907,10,6.0,33.0,22469,10765.0,-10652.35,15047.990000000002,1
908,10,6.0,35.0,22488,10778.0,-10665.22,15060.720000000001,1
909,10,6.0,33.0,22542,10816.0,-10702.84,15096.900000000001,1
910,10,6.0,35.0,22560,10828.0,-10714.72,15108.960000000001,1
911,10,6.0,36.0,22619,10870.0,-10756.3,15148.490000000002,1
912,10,6.0,36.0,22637,10883.0,-10769.17,15160.550000000001,1
913,10,6.0,36.0,22795,10926.0,-10811.74,15266.410000000002,1
914,10,6.0,32.0,22843,10939.0,-10824.61,15298.570000000002,1
915,10,6.0,35.0,22878,10969.0,-10854.31,15322.02,1
916,10,6.0,35.0,22895,10985.0,-10870.15,15333.410000000002,1
917,10,6.0,35.0,22928,11015.0,-10899.85,15355.52,1
918,10,6.0,36.0,22944,11029.0,-10913.71,15366.240000000002,1
919,10,6.0,32.0,22978,11057.0,-10941.43,15389.02,1
920,10,6.0,32.0,22996,11071.0,-10955.289999999999,15401.080000000002,1
921,10,6.0,36.0,23031,11101.0,-10984.99,15424.53,1
922,10,6.0,35.0,23049,11116.0,-10999.84,15436.590000000002,1
1019,6,2.0,32.0,280,8.0,-4.92,185.52,0
1020,6,2.0,30.0,389,10.0,-6.9,258.55,0
1021,6,2.0,33.0,463,10.0,-6.9,308.13000000000005,0
1022,6,2.0,37.0,661,77.0,-73.23,440.79,0
1023,6,2.0,37.0,761,113.0,-108.87,507.79,0
1024,6,2.0,37.0,961,194.0,-189.06,641.79,0
1025,6,2.0,37.0,1058,230.0,-224.7,706.78,0
1026,6,2.0,37.0,1256,304.0,-297.96,839.44,0
1027,6,2.0,36.0,1356,333.0,-326.67,906.44,0
1028,6,2.0,37.0,1552,388.0,-381.12,1037.7600000000002,0
1029,6,2.0,38.0,1653,416.0,-408.84,1105.43,0
1030,6,2.0,38.0,1853,482.0,-474.18,1239.43,0
1031,6,2.0,39.0,1900,508.0,-499.92,1270.92,0
1032,6,2.0,38.0,2024,565.0,-556.35,1354.0000000000002,0
1033,6,2.0,39.0,2108,594.0,-585.06,1410.2800000000002,0
1034,6,2.0,38.0,2199,652.0,-642.48,1471.2500000000002,0
1035,6,2.0,38.0,2265,677.0,-667.23,1515.4700000000003,0
1036,6,2.0,38.0,2357,737.0,-726.63,1577.1100000000001,0
1037,6,2.0,38.0,2483,811.0,-799.89,1661.5300000000002,0
1038,6,2.0,38.0,2565,854.0,-842.46,1716.4700000000003,0
1039,6,2.0,38.0,2681,932.0,-919.68,1794.1900000000003,0
1040,6,2.0,38.0,2777,967.0,-954.33,1858.5100000000002,0
1041,6,2.0,38.0,2892,1037.0,-1023.6299999999999,1935.5600000000002,0
1042,6,2.0,37.0,2927,1068.0,-1054.32,1959.0100000000002,0
1043,6,2.0,38.0,3002,1143.0,-1128.57,2009.2600000000002,0
1044,6,2.0,38.0,3039,1181.0,-1166.19,2034.0500000000002,0
1045,6,2.0,38.0,3114,1260.0,-1244.4,2084.3,0
1046,6,2.0,38.0,3151,1296.0,-1280.04,2109.09,0
1047,6,2.0,38.0,3300,1391.0,-1374.09,2208.92,0
1048,6,2.0,37.0,3358,1429.0,-1411.71,2247.78,0
1049,6,2.0,37.0,3396,1463.0,-1445.37,2273.2400000000002,0
1050,6,2.0,38.0,3472,1526.0,-1507.74,2324.1600000000003,0
1051,6,2.0,38.0,3509,1556.0,-1537.44,2348.9500000000003,0
1052,6,2.0,38.0,3585,1625.0,-1605.75,2399.8700000000003,0
1053,6,2.0,38.0,3624,1662.0,-1642.3799999999999,2426.0,0
1054,6,2.0,37.0,3691,1723.0,-1702.77,2470.8900000000003,0
1055,6,2.0,37.0,3772,1793.0,-1772.07,2525.1600000000003,0
1056,6,2.0,37.0,3807,1826.0,-1804.74,2548.61,0
1057,6,2.0,38.0,3879,1886.0,-1864.1399999999999,2596.8500000000004,0
1058,6,2.0,38.0,3917,1919.0,-1896.81,2622.3100000000004,0
1059,6,2.0,38.0,3988,1986.0,-1963.1399999999999,2669.88,0
1060,6,2.0,38.0,4024,2020.0,-1996.8,2694.0000000000005,0
1061,6,2.0,38.0,4098,2089.0,-2065.11,2743.5800000000004,0
1062,6,2.0,38.0,4134,2122.0,-2097.78,2767.7000000000003,0
1063,6,2.0,39.0,4210,2185.0,-2160.15,2818.6200000000003,0
1064,6,2.0,39.0,4248,2217.0,-2191.83,2844.0800000000004,0
1065,6,2.0,40.0,4335,2296.0,-2270.04,2902.3700000000003,0
1066,6,2.0,39.0,4380,2339.0,-2312.61,2932.5200000000004,0
1067,6,2.0,39.0,4469,2424.0,-2396.7599999999998,2992.15,0
1068,6,2.0,38.0,4514,2473.0,-2445.27,3022.3,0
1069,6,2.0,37.0,4602,2556.0,-2527.44,3081.26,0
1070,6,2.0,39.0,4694,2650.0,-2620.5,3142.9,0
1071,6,2.0,39.0,4739,2696.0,-2666.04,3173.05,0
1072,6,2.0,39.0,4831,2794.0,-2763.06,3234.69,0
1073,6,2.0,39.0,4875,2842.0,-2810.58,3264.17,0
1074,6,2.0,40.0,4964,2932.0,-2899.68,3323.8,0
1075,6,2.0,39.0,5008,2976.0,-2943.24,3353.28,0
1076,6,2.0,40.0,5048,3019.0,-2985.81,3380.0800000000004,0
1077,6,2.0,40.0,5128,3096.0,-3062.04,3433.6800000000003,0
1078,6,2.0,40.0,5221,3190.0,-3155.1,3495.9900000000002,0
1079,6,2.0,40.0,5262,3236.0,-3200.64,3523.4600000000005,0
1080,6,2.0,40.0,5348,3323.0,-3286.77,3581.0800000000004,0
1081,6,2.0,40.0,5391,3365.0,-3328.35,3609.8900000000003,0
1082,6,2.0,40.0,5481,3461.0,-3423.39,3670.1900000000005,0
1083,6,2.0,41.0,5523,3502.0,-3463.98,3698.3300000000004,0
1084,6,2.0,40.0,5612,3612.0,-3572.88,3757.9600000000005,0
1085,6,2.0,41.0,5657,3661.0,-3621.39,3788.11,0
1086,6,2.0,40.0,5742,3762.0,-3721.38,3845.0600000000004,0
1087,6,2.0,40.0,5783,3814.0,-3772.86,3872.53,0
1088,6,2.0,40.0,5865,3917.0,-3874.83,3927.4700000000003,0
1089,6,2.0,40.0,5907,3967.0,-3924.33,3955.61,0
1090,6,2.0,40.0,5941,4012.0,-3968.88,3978.3900000000003,0
1091,6,2.0,40.0,6012,4094.0,-4050.06,4025.9600000000005,0
1092,6,2.0,40.0,6047,4128.0,-4083.72,4049.4100000000003,0
1093,6,2.0,40.0,6116,4201.0,-4155.99,4095.6400000000003,0
1094,6,2.0,40.0,6148,4236.0,-4190.64,4117.08,0
1095,6,2.0,39.0,6214,4308.0,-4261.92,4161.3,0
1096,6,2.0,40.0,6277,4383.0,-4336.17,4203.51,0
1097,6,2.0,40.0,6308,4414.0,-4366.86,4224.280000000001,0
1098,6,2.0,44.0,6379,4485.0,-4437.15,4271.85,0
